Docente;Día;Hueco;Módulo;Grupo;Aula;Tipo
THAC;1un;9;ANQUI;QUI301.1V;a41v;LEC
BPJD;1un;9;SIGE;IFC302.2-D;AT.TFNO2;LEC
ALAN;1un;9;PUMCM;FME301.2V;c000 b v;LEC
DGFA;1un;9;INST;IMA302.2V;c104 v;LEC
CAL;1un;9;PSAFM;FME301.1V;c105 v;LEC
PGM;1un;9;PRFB;IMA302.1V;c110 v;LEC
GRMA;1un;9;EIEMP;ELE302.2 V;c203 v;LEC
FRRa;1un;9;INFIN;ELE303.1V;c204 v;LEC
LLLM;1un;9;PARDS;IFC301.1V;c206 v;LEC
ARMT;1un;9;IAWEB;IFC301.2V;c207 v;LEC
TCJM;1un;9;LMSGI;IFC302.1V;c208 v;LEC
AVMY;1un;9;LMSGI;IFC303.1-D;C209;LEC
HFP;1un;9;PMDM;IFC302.2V;c210v;LEC
BBNO;1un;9;INCSG;IFC401;c211v;LEC
GGSE;1un;9;MCNUM;FME202.2V;c213 v;LEC
PAMCo;1un;9;PROGR;IFC302.1-D;;LEC
AAA;1un;9;;;;G
MCRP;1un;9;;;;G
BMAIs;1un;9;;;;G
CMIS;1un;9;;;;FCT
MGI;1un;9;;;;RED
DFME;1un;9;;;;FCT
GSJL;1un;9;;;;TUT
RMDI;1un;9;;;;RED
AMLM;1un;9;;;;P.P.
AMMB;1un;9;;;;UCOORD
MMD;1un;9;;;;P.P.
FAMJ;1un;9;;;;FCT
DPAV;1un;9;;;;FCT
MAJM;1un;9;;;;CHL
GLLN;1un;9;;;;RED
BMAIs;1un;10;LEUPR;FME301.1V;a11v;LEC
GMJO;1un;10;IGRAF;FME202.1V;a30v;LEC
GRMA;1un;10;EIEMP;QUI301.2V;a31v;LEC
THAC;1un;10;ANQUI;QUI301.1V;a41v;LEC
AMMB;1un;10;LEUPR;IFC303.1-D;B10;LEC
ALAN;1un;10;PUMCM;FME301.2V;c000 b v;LEC
MAJM;1un;10;SSPR;ELE303.1V;c102 v;LEC
DGFA;1un;10;INST;IMA302.2V;c104 v;LEC
DPAV;1un;10;SEEFM;IMA302.1V;c105 v;LEC
AAA;1un;10;DRECT;ELE302.2 V;c203 v;LEC
MMD;1un;10;COIND;ELE303.2V;c204 v;LEC
LLLM;1un;10;PARDS;IFC301.1V;c206 v;LEC
ARMT;1un;10;IAWEB;IFC301.2V;c207 v;LEC
PGEl;1un;10;FOLAB;IFC302.1V;c208 v;LEC
HFP;1un;10;PRSP;IFC302.2V;c210v;LEC
BBNO;1un;10;INCSG;IFC401;c211v;LEC
GGSE;1un;10;MCNUM;FME202.2V;c213 v;LEC
PAMCo;1un;10;PROGR;IFC302.1-D;;LEC
TCJM;1un;10;;;;G
AVMY;1un;10;;;;G
PGM;1un;10;;;;G
GLLN;1un;10;;;;G
BPJD;1un;10;;;;NNTT
CMIS;1un;10;;;;FCT
ZCJC;1un;10;;;;RED
FRRa;1un;10;;;;AAPM
MGI;1un;10;;;;AAPM
DFME;1un;10;;;;FCT
FOMB;1un;10;;;;FCT
RMDI;1un;10;;;;AAPM
MCRP;1un;10;;;;LEC
AMLM;1un;10;;;;P.P.
CAL;1un;10;;;;RED
FAMJ;1un;10;;;;FCT
MMGE;1un;10;;;;AAPM
PGEl;1un;11;EIEMP;IMA302.2V;a10 v;LEC
MGI;1un;11;ENFIS;QUI301.2V;a40v;LEC
THAC;1un;11;ANQUI;QUI301.1V;a41v;LEC
AMMB;1un;11;LEUPR;IFC302.1-D;B10;LEC
MCRP;1un;11;IDSC;ELE402;c101 v;LEC
MAJM;1un;11;SSPR;ELE303.1V;c102 v;LEC
CAL;1un;11;SAUTO;FME202.1V;c104 v;LEC
DPAV;1un;11;SEEFM;IMA302.1V;c105 v;LEC
GMJO;1un;11;DPCME;FME301.1V;c107 v;LEC
PGM;1un;11;FABRA;FME202.2V;c110 v;LEC
AAA;1un;11;DRECT;ELE302.2 V;c203 v;LEC
MMD;1un;11;COIND;ELE303.2V;c204 v;LEC
TCJM;1un;11;LMSGI;IFC301.1V;c206 v;LEC
BBNO;1un;11;ASGBD;IFC301.2V;c207 v;LEC
ARMT;1un;11;PROGR;IFC302.1V;c208 v;LEC
ZCJC;1un;11;DWECL;IFC303.2-D;C209;LEC
RMDI;1un;11;AAD;IFC302.2V;c210v;LEC
AMLM;1un;11;BASRS;IFC401;c211v;LEC
FAMJ;1un;11;DCMET;FME301.2V;c213 v;LEC
DFME;1un;11;;;;G
BMAIs;1un;11;;;;G
SGSU;1un;11;;;;G
DGFA;1un;11;;;;G
GLLN;1un;11;;;;G
BPJD;1un;11;;;;NNTT
CMIS;1un;11;;;;P.P.
PAMCo;1un;11;;;;AAPM
FRRa;1un;11;;;;RED
GRMA;1un;11;;;;AAPM
HFP;1un;11;;;;AAPM
AVMY;1un;11;;;;P.P.
FOMB;1un;11;;;;FCT
ALAN;1un;11;;;;P.P.
GGSE;1un;11;;;;CHL
MMGE;1un;11;;;;P.P.
LLLM;1un;11;;;;C.DIST.
BMAIs;1un;12;LEUPR;IMA302.1V;a11v;LEC
DGFA;1un;12;PGMC;IMA302.2V;a30v;LEC
THAC;1un;12;AINST;QUI301.2V;a40v;LEC
MGI;1un;12;MPMUE;QUI301.1V;a41v;LEC
GLLN;1un;12;FOLAB;IFC302.1-D;AT.TFNO;LEC
MCRP;1un;12;IDSC;ELE402;c101 v;LEC
MAJM;1un;12;TPIDA;ELE302.2 V;c102 v;LEC
CAL;1un;12;SAUTO;FME202.1V;c104 v;LEC
GMJO;1un;12;DPCME;FME301.1V;c107 v;LEC
PGM;1un;12;FABRA;FME202.2V;c110 v;LEC
AAA;1un;12;DCTC;ELE303.2V;c204 v;LEC
MMD;1un;12;SMRG;ELE303.1V;c205v;LEC
TCJM;1un;12;LMSGI;IFC301.1V;c206 v;LEC
BBNO;1un;12;ASGBD;IFC301.2V;c207 v;LEC
ARMT;1un;12;PROGR;IFC302.1V;c208 v;LEC
ZCJC;1un;12;DWECL;IFC303.2-D;C209;LEC
RMDI;1un;12;AAD;IFC302.2V;c210v;LEC
AMLM;1un;12;BASRS;IFC401;c211v;LEC
FAMJ;1un;12;DCMET;FME301.2V;c213 v;LEC
HFP;1un;12;PMDM;IFC302.2-D;;LEC
ALAN;1un;12;;;;G
SGSU;1un;12;;;;G
PGEl;1un;12;;;;G
BPJD;1un;12;;;;NNTT
PAMCo;1un;12;;;;RED
GRMA;1un;12;;;;RED
AVMY;1un;12;;;;P.P.
FOMB;1un;12;;;;CHL
AMMB;1un;12;;;;P.P.
MMGE;1un;12;;;;P.P.
DPAV;1un;12;;;;CHL
LLLM;1un;12;;;;P.P.
MMGE;1un;13;FOLAB;IMA302.1V;a11v;LEC
DGFA;1un;13;PGMC;IMA302.2V;a30v;LEC
THAC;1un;13;AINST;QUI301.2V;a40v;LEC
MGI;1un;13;MPMUE;QUI301.1V;a41v;LEC
MCRP;1un;13;IDSC;ELE402;c101 v;LEC
MAJM;1un;13;TPIDA;ELE302.2 V;c102 v;LEC
SGSU;1un;13;RGFME;FME301.1V;c104 v;LEC
GMJO;1un;13;PRMEC;FME202.1V;c107 v;LEC
PGM;1un;13;FABRA;FME202.2V;c110 v;LEC
AAA;1un;13;DCTC;ELE303.2V;c204 v;LEC
MMD;1un;13;SMRG;ELE303.1V;c205v;LEC
PGEl;1un;13;FOLAB;IFC301.1V;c206 v;LEC
GLLN;1un;13;EIEMP;IFC301.2V;c207 v;LEC
ARMT;1un;13;PROGR;IFC302.1V;c208 v;LEC
ZCJC;1un;13;DWECL;IFC303.2-D;C209;LEC
RMDI;1un;13;AAD;IFC302.2V;c210v;LEC
FAMJ;1un;13;DCMET;FME301.2V;c213 v;LEC
HFP;1un;13;PMDM;IFC302.2-D;;LEC
TCJM;1un;13;;;;G
AMMB;1un;13;;;;CHL
BMAIs;1un;13;;;;RED
CAL;1un;13;;;;CHL
BBNO;1un;13;;;;RED
RMVa;2ar;1;ESTMP;IMP202.1;A01;LEC
BLLMa;2ar;1;EIEMP;ELE202.2;A10;LEC
MTSA;2ar;1;COPE;IMP203.1;A11;LEC
AOJM;2ar;1;COS2;TMV101.2;A12;LEC
RZAM;2ar;1;COS1;TMV101.1A;A13;LEC
PMAT;2ar;1;CEBU;IMP101.2;A21;LEC
CAMP;2ar;1;MVIP;IMP202.2;A30;LEC
ABJL;2ar;1;ESTVH;TMV301.2;A34;LEC
FPLU;2ar;1;SSCON;TMV202.2;A35;LEC
VACA;2ar;1;EIEMP;QUI201.2;A40;LEC
RBCR;2ar;1;MOUL;QUI201.1;A41;LEC
JRIS;2ar;1;TECC;IMP203.2;B02;LEC
CGCR;2ar;1;LCFB;IMP101.1;B03;LEC
AMMB;2ar;1;INGLE;ADG201.1;B10;LEC
GAAN;2ar;1;TDCTB;ADG201.2;B11;LEC
LFTE;2ar;1;GEFI;ADG301.2;B20;LEC
GGJJ;2ar;1;PIAC;ADG301.1;B21;LEC
PBM;2ar;1;TCCON;FME203.1;C001;LEC
IGJL;2ar;1;AUTIN;ELE202.1;C100;LEC
RPFJ;2ar;1;AUTIN;ELE202.1;C100;LEC
GMDa;2ar;1;IRDST;ELE203.1;C101;LEC
LLMa;2ar;1;SENH;ELE303.1;C102;LEC
MRJR;2ar;1;TPIEL;ELE302.1;C103;LEC
LCAMa;2ar;1;EIEMP;IMA302.2;C104;LEC
DCAL;2ar;1;MMLA;IMA201.2;C106;LEC
SGCA;2ar;1;MEENS;FME203.2;C107;LEC
LLPAd;2ar;1;EYAE;IMA201.1;C110;LEC
RCCM;2ar;1;PIICT;ELE302.2;C200;LEC
FMGE;2ar;1;IRCOM;ELE203.2;C201;LEC
MCCA;2ar;1;SPAU;ELE304.2;C202;LEC
GPA;2ar;1;ESTC;ELE304.1;C203;LEC
GCCR;2ar;1;FOLAB;IFC301.1;C206;LEC
NRMP;2ar;1;EIEMP;IFC301.2;C207;LEC
RFVM;2ar;1;BDATO;IFC303.1;C208;LEC
ZCJC;2ar;1;APOFM;IFC201.1;C209;LEC
HLOL;2ar;1;DIWEB;IFC303.2;C210;LEC
LLLM;2ar;1;APWEB;IFC201.2;C211;LEC
BMAIs;2ar;1;LEUPR;IMA302.1;C213;LEC
FPPA;2ar;1;EMBSU;TMV201.2;CAR1;LEC
RRAN;2ar;1;EMSIN;TMV201.1;CAR3;LEC
SBAL;2ar;1;EMSIN;TMV201.1;CAR3;LEC
GMFJa;2ar;1;MEVEB;TMV101.1B;ELV1;LEC
GSA;2ar;1;SESGC;TMV301.1;ELV3;LEC
ESIS;2ar;1;CFSDI;TMV202.1;ELV4;LEC
CFJA;2ar;1;CFSDI;TMV202.1;ELV4;LEC
GAPA;2ar;1;;;;G
FCBJ;2ar;1;;;;G
TRJ;2ar;1;;;;G
GQJL;2ar;1;;;;G
SGDR;2ar;1;;;;G
ARAN;2ar;1;;;;FCT
CMIS;2ar;1;;;;RED
CAE;2ar;1;;;;JD
PGCA;2ar;1;;;;RED
BDJL;2ar;1;;;;P.P.
GSGE;2ar;1;;;;NNTT
AAIg;2ar;1;;;;FCT
GIMM;2ar;1;;;;TOR
ISYO;2ar;1;;;;FCT
RGRa;2ar;1;;;;RED
BLLMa;2ar;2;EIEMP;ELE202.2;A10;LEC
CAMP;2ar;2;ICHS;IMP203.1;A11;LEC
AOJM;2ar;2;COS2;TMV101.2;A12;LEC
RZAM;2ar;2;COS1;TMV101.1A;A13;LEC
GMMA;2ar;2;GLMVH;TMV301.2;A30;LEC
RGRa;2ar;2;FOLAB;IMP202.1;A31;LEC
RBCR;2ar;2;MOUL;QUI201.1;A41;LEC
MAMo;2ar;2;OAQM;QUI201.2;A50;LEC
PMAT;2ar;2;DMDVS;IMP101.2;B01;LEC
JRIS;2ar;2;TECC;IMP203.2;B02;LEC
CGCR;2ar;2;LCFB;IMP101.1;B03;LEC
AMMB;2ar;2;INGLE;ADG201.1;B10;LEC
GAAN;2ar;2;TDCTB;ADG201.2;B11;LEC
MTSA;2ar;2;PCNA;IMP202.2;B12;LEC
LFTE;2ar;2;GEFI;ADG301.2;B20;LEC
GGJJ;2ar;2;PIAC;ADG301.1;B21;LEC
PBM;2ar;2;TCCON;FME203.1;C001;LEC
IGJL;2ar;2;AUTIN;ELE202.1;C100;LEC
RPFJ;2ar;2;AUTIN;ELE202.1;C100;LEC
GMDa;2ar;2;IRDST;ELE203.1;C101;LEC
LLMa;2ar;2;SENH;ELE303.1;C102;LEC
MRJR;2ar;2;TPIEL;ELE302.1;C103;LEC
GAPA;2ar;2;CSME;IMA302.2;C104;LEC
DCAL;2ar;2;MMLA;IMA201.2;C106;LEC
SGCA;2ar;2;MEENS;FME203.2;C107;LEC
LLPAd;2ar;2;EYAE;IMA201.1;C110;LEC
RCCM;2ar;2;PIICT;ELE302.2;C200;LEC
FMGE;2ar;2;IRCOM;ELE203.2;C201;LEC
MCCA;2ar;2;SPAU;ELE304.2;C202;LEC
GPA;2ar;2;ESTC;ELE304.1;C203;LEC
AVMY;2ar;2;LMSGI;IFC301.1;C206;LEC
NRMP;2ar;2;EIEMP;IFC301.2;C207;LEC
RFVM;2ar;2;BDATO;IFC303.1;C208;LEC
ZCJC;2ar;2;APOFM;IFC201.1;C209;LEC
HLOL;2ar;2;DIWEB;IFC303.2;C210;LEC
LLLM;2ar;2;APWEB;IFC201.2;C211;LEC
BMAIs;2ar;2;LEUPR;IMA302.1;C213;LEC
FPPA;2ar;2;EMBSU;TMV201.2;CAR1;LEC
RRAN;2ar;2;EMSIN;TMV201.1;CAR3;LEC
SBAL;2ar;2;EMSIN;TMV201.1;CAR3;LEC
GMFJa;2ar;2;MEVEB;TMV101.1B;ELV1;LEC
GSA;2ar;2;SESGC;TMV301.1;ELV3;LEC
ESIS;2ar;2;CFSDI;TMV202.1;ELV4;LEC
CFJA;2ar;2;CFSDI;TMV202.1;ELV4;LEC
RMJC;2ar;2;SAXMO;TMV202.2;ELV5;LEC
GBGU;2ar;2;;;;G
GQJL;2ar;2;;;;G
FPLU;2ar;2;;;;G
SGDR;2ar;2;;;;G
MMBE;2ar;2;;;;G
AFE;2ar;2;;;;G
ARAN;2ar;2;;;;FCT
CMIS;2ar;2;;;;P.P.
FCBJ;2ar;2;;;;P.P.
PZRu;2ar;2;;;;RED
TRJ;2ar;2;;;;P.P.
LALU;2ar;2;;;;FCT
VACA;2ar;2;;;;AAPM
ABJL;2ar;2;;;;FCT
MGOl;2ar;2;;;;TUT
DEAl;2ar;2;;;;CHL
CAE;2ar;2;;;;JD
MRMA;2ar;2;;;;P.P.
GCCR;2ar;2;;;;AAPM
LSMM;2ar;2;;;;RED
PGCA;2ar;2;;;;AAPM
BDJL;2ar;2;;;;P.P.
RZSU;2ar;2;;;;RED
MSJM;2ar;2;;;;JD
GSGE;2ar;2;;;;NNTT
LARO;2ar;2;;;;P.P.
PBA;2ar;2;;;;P.P.
AAIg;2ar;2;;;;FCT
GRD;2ar;2;;;;CHL
GIMM;2ar;2;;;;TOR
LLAC;2ar;2;;;;P.P.
RMVa;2ar;2;;;;TUT
ISYO;2ar;2;;;;FCT
LCAMa;2ar;2;;;;J E A
ISSM;2ar;2;;;;ApJE
GCCR;2ar;3;EIEMP;IMP202.2;A11;LEC
MBMS;2ar;3;CIA1;TMV101.1A;A13;LEC
TRJ;2ar;3;CIA1;TMV101.1A;A13;LEC
BLLMa;2ar;3;FOLAB;FME203.1;A30;LEC
RGRa;2ar;3;FOLAB;IMP202.1;A31;LEC
GMMA;2ar;3;MTSAX;TMV301.1;A35;LEC
RBCR;2ar;3;MOUL;QUI201.1;A41;LEC
MAMo;2ar;3;OAQM;QUI201.2;A50;LEC
PMAT;2ar;3;DMDVS;IMP101.2;B01;LEC
MGOl;2ar;3;PEYRE;IMP203.1;B02;LEC
JRIS;2ar;3;PEYRE;IMP203.1;B02;LEC
CGCR;2ar;3;LCFB;IMP101.1;B03;LEC
GLYo;2ar;3;TCONT;ADG201.1;B10;LEC
PZRu;2ar;3;EMPAU;ADG201.2;B11;LEC
CAMP;2ar;3;ANCA;IMP203.2;B12;LEC
GGJJ;2ar;3;GRRHH;ADG301.2;B20;LEC
LALU;2ar;3;OPIN;ADG301.1;B21;LEC
AFE;2ar;3;OPIN;ADG301.1;B21;LEC
CMIS;2ar;3;SAPRO;FME203.2;C000 b;LEC
IGJL;2ar;3;AUTIN;ELE202.1;C100;LEC
RPFJ;2ar;3;AUTIN;ELE202.1;C100;LEC
LLMa;2ar;3;SSPR;ELE303.1;C102;LEC
MRJR;2ar;3;TPIEL;ELE302.1;C103;LEC
GAPA;2ar;3;CSME;IMA302.2;C104;LEC
DCAL;2ar;3;MMLA;IMA201.2;C106;LEC
FCBJ;2ar;3;PRFB;IMA302.1;C110;LEC
PACRe;2ar;3;ICTVE;ELE203.1;C200;LEC
GRMAm;2ar;3;CCTSE;ELE203.2;C201;LEC
MCCA;2ar;3;SPAU;ELE304.2;C202;LEC
GPA;2ar;3;GPIT;ELE304.1;C203;LEC
CSD;2ar;3;DRECT;ELE302.2;C204;LEC
MMBE;2ar;3;IDIST;ELE202.2;C205;LEC
AVMY;2ar;3;LMSGI;IFC301.1;C206;LEC
HLOL;2ar;3;ASOPE;IFC301.2;C207;LEC
BMAIs;2ar;3;LEUPR;IFC303.1;C208;LEC
ZCJC;2ar;3;APOFM;IFC201.1;C209;LEC
ISYO;2ar;3;PDAWE;IFC303.2;C210;LEC
VACA;2ar;3;EIEMP;IFC201.2;C211;LEC
LCAMa;2ar;3;FOLAB;IMA201.1;C213;LEC
ARAN;2ar;3;TRSUP;TMV301.2;CAR1;LEC
LBAD;2ar;3;AMVB;TMV101.2;CAR1B;LEC
LLAC;2ar;3;AMVB;TMV101.2;CAR1B;LEC
GSA;2ar;3;EESVE;TMV201.2;CAR2;LEC
RRAN;2ar;3;EMSIN;TMV201.1;CAR3;LEC
SBAL;2ar;3;EMSIN;TMV201.1;CAR3;LEC
GMFJa;2ar;3;MEVEB;TMV101.1B;ELV1;LEC
ESIS;2ar;3;CFSDI;TMV202.1;ELV4;LEC
CFJA;2ar;3;CFSDI;TMV202.1;ELV4;LEC
RMJC;2ar;3;SAXMO;TMV202.2;ELV5;LEC
AOJM;2ar;3;;;;G
FPPA;2ar;3;;;;G
GBGU;2ar;3;;;;G
NRMP;2ar;3;;;;G
GMDa;2ar;3;;;;G
RFVM;2ar;3;;;;G
BDJL;2ar;3;;;;RDP
CAE;2ar;3;;;;RDP
GAAN;2ar;3;;;;RDP
ISSM;2ar;3;;;;RDP
LLLM;2ar;3;;;;RDP
LARO;2ar;3;;;;RDP
MMGE;2ar;3;;;;RDP
PGCA;2ar;3;;;;RDP
MSJM;2ar;3;;;;RDP
RZSU;2ar;3;;;;RDP
AMMB;2ar;3;;;;RDP
GIMM;2ar;3;;;;RDP
ABJL;2ar;3;;;;FCT
RCCM;2ar;3;;;;AAPM
MDAn;2ar;3;;;;P.P.
FMCa;2ar;3;;;;P.P.
RZAM;2ar;3;;;;P.P.
DEAl;2ar;3;;;;CHL
GQJL;2ar;3;;;;FCT
SGCA;2ar;3;;;;P.P.
FPLU;2ar;3;;;;TUT
LLPAd;2ar;3;;;;P.P.
LFTE;2ar;3;;;;TUT
GRD;2ar;3;;;;RED
MRMA;2ar;3;;;;P.P.
LSMM;2ar;3;;;;P.P.
GSJL;2ar;3;;;;P.P.
MTSA;2ar;3;;;;FCT
RMDI;2ar;3;;;;FCT
AMLM;2ar;3;;;;FCT
SGDR;2ar;3;;;;P.P.
FMGE;2ar;3;;;;P.P.
GSGE;2ar;3;;;;NNTT
PBA;2ar;3;;;;AAPM
AAIg;2ar;3;;;;FCT
PBM;2ar;3;;;;RED
RMVa;2ar;3;;;;RED
NRMP;2ar;4;EIEMP;IMP203.2;A10;LEC
CAMP;2ar;4;ICHS;IMP202.1;A11;LEC
RGRa;2ar;4;FOLAB;ELE302.1;A12;LEC
AOJM;2ar;4;COS1;TMV101.1B;A13;LEC
TRJ;2ar;4;CIA2;IMP101.2;A21;LEC
MRMA;2ar;4;EIEMP;TMV202.2;A30;LEC
BMAIs;2ar;4;LEUPR;TMV301.1;A31;LEC
BLLMa;2ar;4;FOLAB;TMV201.1;A34;LEC
RMJC;2ar;4;MOTOR;TMV202.1;A35;LEC
FPLU;2ar;4;MOTOR;TMV202.1;A35;LEC
VBMG;2ar;4;FOLAB;QUI201.1;A41;LEC
MAMo;2ar;4;OAQM;QUI201.2;A50;LEC
CAE;2ar;4;DMDV;IMP202.2;B01;LEC
MGOl;2ar;4;PEYRE;IMP203.1;B02;LEC
JRIS;2ar;4;PEYRE;IMP203.1;B02;LEC
GLYo;2ar;4;TCONT;ADG201.1;B10;LEC
PZRu;2ar;4;EMPAU;ADG201.2;B11;LEC
MBMS;2ar;4;CIA1;IMP101.1;B12;LEC
AFE;2ar;4;GLYC;ADG301.2;B20;LEC
LALU;2ar;4;OPIN;ADG301.1;B21;LEC
CMIS;2ar;4;SAPRO;FME203.2;C000 b;LEC
PBA;2ar;4;MCFM;FME203.1;C000 m;LEC
PBM;2ar;4;MCFM;FME203.1;C001;LEC
LLMa;2ar;4;SSPR;ELE303.1;C102;LEC
RPFJ;2ar;4;IEINT;ELE202.1;C103;LEC
GAPA;2ar;4;INST;IMA302.2;C104;LEC
SGDR;2ar;4;ANEH;IMA201.1;C106;LEC
PGCA;2ar;4;MMME;IMA201.2;C107;LEC
FCBJ;2ar;4;PRFB;IMA302.1;C110;LEC
MSJM;2ar;4;PRFB;IMA302.1;C110;LEC
PACRe;2ar;4;ICTVE;ELE203.1;C200;LEC
GRMAm;2ar;4;CCTSE;ELE203.2;C201;LEC
MCCA;2ar;4;SIRL;ELE304.1;C202;LEC
BDJL;2ar;4;RETE;ELE304.2;C203;LEC
CSD;2ar;4;DRECT;ELE302.2;C204;LEC
MMBE;2ar;4;IDIST;ELE202.2;C205;LEC
GSJL;2ar;4;IMSOP;IFC301.1;C206;LEC
HLOL;2ar;4;ASOPE;IFC301.2;C207;LEC
FMCa;2ar;4;ENDES;IFC303.1;C208;LEC
VACA;2ar;4;FOLAB;IFC201.1;C209;LEC
ZCJC;2ar;4;DWECL;IFC303.2;C210;LEC
GBGU;2ar;4;SERED;IFC201.2;C211;LEC
ARAN;2ar;4;TRSUP;TMV301.2;CAR1;LEC
LBAD;2ar;4;AMVB;TMV101.2;CAR1B;LEC
LLAC;2ar;4;AMVB;TMV101.2;CAR1B;LEC
GSA;2ar;4;EESVE;TMV201.2;CAR2;LEC
AAIg;2ar;4;ELVHB;TMV101.1A;ELV1;LEC
RCCM;2ar;4;;;;G
MDAn;2ar;4;;;;G
DCAL;2ar;4;;;;G
AVMY;2ar;4;;;;G
RRAN;2ar;4;;;;G
ISYO;2ar;4;;;;G
RBCR;2ar;4;;;;P.P.
ABJL;2ar;4;;;;P.P.
FPPA;2ar;4;;;;AAPM
RZAM;2ar;4;;;;AAPM
GAAN;2ar;4;;;;AAPM
GGJJ;2ar;4;;;;P.P.
DEAl;2ar;4;;;;RED
GQJL;2ar;4;;;;FCT
SGCA;2ar;4;;;;P.P.
MRJR;2ar;4;;;;RED
LLPAd;2ar;4;;;;TUT
LFTE;2ar;4;;;;AAPM
GRD;2ar;4;;;;P.P.
SBAL;2ar;4;;;;P.P.
GMMA;2ar;4;;;;P.P.
CGCR;2ar;4;;;;FCT
GCCR;2ar;4;;;;P.P.
LSMM;2ar;4;;;;P.P.
GMDa;2ar;4;;;;AAPM
GPA;2ar;4;;;;TUT
MTSA;2ar;4;;;;FCT
RMDI;2ar;4;;;;FCT
AMLM;2ar;4;;;;FCT
AMMB;2ar;4;;;;JD
RZSU;2ar;4;;;;JD
FMGE;2ar;4;;;;P.P.
IGJL;2ar;4;;;;AAPM
GSGE;2ar;4;;;;P.P.
PMAT;2ar;4;;;;FCT
RFVM;2ar;4;;;;P.P.
ESIS;2ar;4;;;;P.P.
LARO;2ar;4;;;;UCOORD
CFJA;2ar;4;;;;RED
GMFJa;2ar;4;;;;FCT
GIMM;2ar;4;;;;CED
LLLM;2ar;4;;;;JD
